"Ahhhh, you\'ve been hiding things from us. Very naughty! \nBut this is good news - we can test out our new powers on some proper bad guys. \nAnd I\'m sure you\'ll have no objections if we raid this castle for treasure, eh?",啊啊啊，你总是把东西给藏起来。真是太调皮了！\n不过也不是件坏事，你们这些坏家伙正适合拿来测试我们新的力量。\n我想你们不会反对我抢劫你们城堡内的宝物吧？
You\'re not scared? Or angry at me? \nThat\'s excellent to hear.,你不怕？还是生了我的气？\n听起来太棒了。
"If loot is all you care about, then there\'s sure to be a lot of that ahead. \nJust be careful not to get shot too many times. \nI know you\'re strong enough to take a few shots to the face, but you\'ll die eventually.",如果你只在乎战利品，那我可以告诉你前面肯定会有不少。\n小心点别被射到太多次。\n我知道你很耐打，子弹糊脸几次都干不掉你，不过大意的话你还是会死的。
Let\'s go for it. \nYou can stand behind me for safety if you like.,我们上吧。\n你要是害怕的话就站到我背后。
Meow!,喵！
This is horrible. \nThe destruction is so much worse now.        \n\nThis used to be lush woodlands around here!,太恐怖了。\n这里的破坏程度变得更严重了。        \n\n这周围原本都是绿色的林地！
"Wow, something REALLY BIG made this mess. \nI\'d be terrified if I wasn\'t so impressed.",哇，肯定有什么大家伙把这里弄得一团糟。\n要不是我对这里印象深刻，我也会被吓到的。
"I\'m no track expert, but it seems like these fascists have got a very big car. \nOne big enough to mow down trees - and probably us too.",我不是车辆专家，不过那些法西斯主义者似乎是拿到了巨型车辆。\n那可真是大到足以碾压树木——也许我们也会被碾压。
"But on the bright side, we\'d see something huge like that coming from a mile away! \nWe\'ll definitely be ready to fight it!",不过往好的方面说，我从一英里外就能看见那个大家伙正在冲过来！\n我们有足够的时间做好战斗准备！
"I suppose that\'s true. \nIt\'ll be an easy target for my magic, that\'s for sure.",你说太对了。\n我的魔法很容易就能瞄准它，这点我很确信。
Meeeow!,喵~！
What the hell was that? It came out of nowhere!            \n\nI\'ve got the worst headache imaginable... ,那是什么鬼？从哪冒出来的！            \n\n这是我经历过最难受的头痛了……
"Are you alive, NoLegs? \nDid you get hit?!            \n\nSay something to me - meow twice if you\'re okay!",你还活着吗，腿无？\n有没有受伤？！            \n\n跟我说点什么吧——要是没事你就喵两声！
M-meow... meow…,喵……喵……
W-what? Natalie\'s gone!?           \nHe took her! That scary guy took her!,什、什么？娜塔莉不见了！？           \n是他拐走了她！是那个吓人的家伙拐走了她！
Well I guess there\'s no question about what to do next: \nWe gotta go after them! No one steals from me and gets away with it!             \n\nAnd also who knows what he\'s gonna do to Natalie?!,好吧，接下来要做的事情已经很明显：\n我们要追上他们！没人可以从我这偷走东西还能自由自在的！             \n\n而且谁知道他会怎么对待娜塔莉呢？！
"Meow, meow!",喵，喵！
"We\'re down one party member, but I\'m sure we\'ll manage. \nWe got cocky is all, we\'re gonna be more careful this time.",虽然我们少了一名队友，不过我有信心我们能处理好这件事。\n之前我们太自以为是了，这次我们要更加小心。
"Wow, this fortress is massive.           \n\nI hope Natalie\'s okay.",哇，这要塞可真大。           \n\n希望娜塔莉能平安无事。
Myehehehe. \nMeow!,喵呵呵呵。\n喵！
Now\'s not the time for dirty jokes like that! \nYou take that back!,现在可不是说黄段子的时候！\n你还是把笑话收回去吧！
A chill just ran down my spine.            \nThere\'s another angry girl standing in front of me. \nThis is all too familiar now.,我的脊背开始发凉了。\n又有别的愤怒女孩站在我面前。\n这一幕似曾相识啊。
*Accusing stare*,*指责的眼光*
"What\'s that? You think she\'s here to fight the bad guys, and not us? \nYeah, that makes more sense.            \nMaybe we can explain our situation and join forces!",那是什么？你觉得她对付的是那些坏家伙，而不是我们？\n没错，你说得很有道理。            \n也许我们能解释我们的处境，然后跟她合作！
I shouldn\'t be too optimistic. \nI\'m probably gonna have a bad time if I take another step.,我不该太乐观的。\n要是再走一步的话，我可能不会太好过。
